publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,distance
3771492,earthquake,2010-09-03T18:21:31.939Z,2013-07-16T14:52:00.000Z,172.1776,-43.48444,3.531,10.8446,ML,,GROPE,reviewed,,nz1dr,10,5,7,0.055,139,0.12232,0.192,4.8301712
3771605,earthquake,2010-09-03T18:22:02.868Z,2013-07-16T14:52:00.000Z,172.20988,-43.57866,3.099,12,ML,operator assigned,GROPE,reviewed,,nz1dr,9,4,6,0.281,148,0.13051,0.158,6.635186874
3771510,earthquake,2010-09-03T18:22:15.592Z,2013-07-16T14:52:00.000Z,172.44025,-43.53471,3.332,16.2498,ML,,GROPE,reviewed,,nz1dr,6,3,6,0.139,167,0.06566,0.189,21.96808819
3771635,earthquake,2010-09-03T18:23:55.121Z,2013-07-16T14:52:00.000Z,172.1217,-43.62795,3.342,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,5,0.137,247,0.28776,0.214,11.79428335
3366196,earthquake,2010-09-03T18:24:05.119Z,2013-07-16T14:04:00.000Z,172.17479,-43.46814,3.815,5.8776,ML,,GROPE,reviewed,,nz1dr,11,6,5,0.058,121,0.16624,0.181,6.602563239
3771639,earthquake,2010-09-03T18:24:19.116Z,2013-07-16T14:52:00.000Z,171.88933,-43.56837,4.116,8.9324,ML,,GROPE,reviewed,,nz1dr,14,9,15,0.058,107,0.23386,0.223,22.91375617
3771657,earthquake,2010-09-03T18:24:58.855Z,2013-07-16T14:52:00.000Z,172.33469,-43.68073,3.509,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.233,231,0.18722,0.301,21.70940754
3771659,earthquake,2010-09-03T18:26:18.885Z,2013-07-16T14:52:00.000Z,171.76793,-43.5664,3.444,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,9,16,0.309,105,0.39403,0.191,32.53060045
3771664,earthquake,2010-09-03T18:27:13.338Z,2013-07-16T14:53:00.000Z,172.38113,-43.58765,3.424,13.6433,ML,,GROPE,reviewed,,nz1dr,12,6,15,0.176,141,0.21394,0.182,18.44283772
3772593,earthquake,2010-09-03T18:28:05.824Z,2013-07-16T14:53:00.000Z,172.2957,-43.58936,3.318,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,12,0.238,147,0.29093,0.17,12.39314206
3772599,earthquake,2010-09-03T18:28:43.850Z,2013-07-16T14:53:00.000Z,172.40912,-43.61632,3.342,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,12,0.16,200,0.25869,0.152,21.80553571
3772613,earthquake,2010-09-03T18:29:15.282Z,2013-07-16T14:53:00.000Z,172.01489,-43.55053,3.343,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,9,13,0.224,104,0.3456,0.131,12.60402794
3772624,earthquake,2010-09-03T18:31:47.289Z,2013-07-16T14:53:00.000Z,172.24362,-43.58006,2.958,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,5,0.276,148,0.26657,0.12,8.461641235
3772802,earthquake,2010-09-03T18:32:26.382Z,2013-07-16T14:53:00.000Z,171.91075,-43.56587,3.35,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,12,0.256,151,0.18317,0.187,21.16720325
3772820,earthquake,2010-09-03T18:32:50.637Z,2013-07-16T14:53:00.000Z,172.29861,-43.60468,3.225,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.237,151,0.18216,0.105,13.59609891
3366198,earthquake,2010-09-03T18:33:15.690Z,2013-07-16T14:04:00.000Z,172.37221,-43.62337,4.172,11.6033,ML,,GROPE,reviewed,,nz1dr,29,13,31,0.135,130,0.27235,0.261,19.61817151
3772846,earthquake,2010-09-03T18:33:48.396Z,2013-07-16T14:53:00.000Z,171.98225,-43.60041,3.358,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,4,7,0.276,265,0.45797,0.133,17.0269509
3772832,earthquake,2010-09-03T18:34:24.502Z,2013-07-16T14:53:00.000Z,172.4422,-43.65592,3.389,5,ML,operator assigned,GROPE,reviewed,,nz1dr,17,6,8,0.154,209,0.06538,0.251,26.31303069
3772851,earthquake,2010-09-03T18:34:55.209Z,2013-07-16T14:53:00.000Z,172.35045,-43.59398,3.144,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,6,0.199,145,0.31566,0.125,16.46896594
3772864,earthquake,2010-09-03T18:35:23.946Z,2013-07-16T14:53:00.000Z,171.87764,-43.59034,3.832,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,6,13,0.288,156,0.15532,0.243,24.41953947
3772876,earthquake,2010-09-03T18:35:39.927Z,2013-07-16T14:53:00.000Z,172.18607,-43.45727,3.836,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,15,0.07,122,0.32308,0.245,7.924224725
3773222,earthquake,2010-09-03T18:35:57.136Z,2013-07-16T14:53:00.000Z,172.03004,-43.71103,3.663,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.383,271,0.47088,0.328,23.2499333
3773226,earthquake,2010-09-03T18:36:30.957Z,2013-07-16T14:53:00.000Z,172.24127,-43.59666,2.891,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,4,5,0.278,220,0.49471,0.127,9.714751785
3773289,earthquake,2010-09-03T18:36:48.896Z,2013-07-16T14:53:00.000Z,172.40393,-43.62034,3.664,8.3031,ML,,GROPE,reviewed,,nz1dr,13,6,5,0.031,202,0.20007,0.239,21.64329816
3773297,earthquake,2010-09-03T18:37:11.913Z,2013-07-16T14:53:00.000Z,172.23857,-43.65031,4.107,14.7997,ML,,GROPE,reviewed,,nz1dr,18,11,27,0.035,136,0.26528,0.241,14.81278096
3773303,earthquake,2010-09-03T18:37:56.629Z,2013-07-16T14:53:00.000Z,172.31216,-43.56051,3.248,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.227,139,0.13345,0.11,12.19616242
3773341,earthquake,2010-09-03T18:39:06.331Z,2013-07-16T14:53:00.000Z,172.21492,-43.56371,3.5,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,6,9,0.269,126,0.35647,0.121,5.542512339
3773344,earthquake,2010-09-03T18:40:12.055Z,2013-07-16T14:53:00.000Z,172.3909,-43.61522,3.42,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,14,0.173,148,0.38931,0.187,20.44983366
3773359,earthquake,2010-09-03T18:40:33.856Z,2013-07-16T14:53:00.000Z,172.28584,-43.56379,3.18,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.245,142,0.17129,0.199,10.33197912
3775021,earthquake,2010-09-03T18:40:48.375Z,2013-07-16T14:53:00.000Z,172.14253,-43.61903,2.85,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.301,159,0.11687,0.083,10.40220339
3775044,earthquake,2010-09-03T18:41:15.619Z,2013-07-16T14:53:00.000Z,171.86209,-43.55952,3.483,12,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.187,163,0.29,0.161,24.91029711
3775024,earthquake,2010-09-03T18:41:26.254Z,2013-07-16T14:53:00.000Z,172.03871,-43.56707,3.767,6.7499,ML,,GROPE,reviewed,,nz1dr,19,11,17,0.063,150,0.19679,0.227,11.31477632
3775054,earthquake,2010-09-03T18:42:40.133Z,2013-07-16T14:53:00.000Z,172.28329,-43.59722,3.178,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,8,0.248,150,0.14462,0.175,12.11665337
3775061,earthquake,2010-09-03T18:43:20.942Z,2013-07-16T14:53:00.000Z,172.05132,-43.5977,3.116,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,11,0.27,156,0.20547,0.236,12.22938614
3775588,earthquake,2010-09-03T18:43:41.684Z,2013-07-16T14:53:00.000Z,172.1559,-43.58944,2.608,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.276,153,0.19145,0.1,6.976330643
3775592,earthquake,2010-09-03T18:43:47.447Z,2013-07-16T14:53:00.000Z,172.17863,-43.60236,2.853,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.293,155,0.13999,0.154,8.389509285
3775596,earthquake,2010-09-03T18:45:35.225Z,2013-07-16T14:53:00.000Z,172.26147,-43.50686,2.906,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,5,0.242,131,0.46536,0.237,7.877154972
3776026,earthquake,2010-09-03T18:46:29.036Z,2013-07-16T14:53:00.000Z,172.34186,-43.58797,3.342,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,13,0.205,144,0.14187,0.202,15.55332496
3776032,earthquake,2010-09-03T18:50:28.026Z,2013-07-16T14:53:00.000Z,171.91864,-43.59831,3.244,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,13,0.284,157,0.4463,0.268,21.58285084
3776036,earthquake,2010-09-03T18:50:54.053Z,2013-07-16T14:53:00.000Z,171.93265,-43.5714,3.122,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,9,0.256,152,0.26894,0.141,19.58598986
3776039,earthquake,2010-09-03T18:52:30.666Z,2013-07-16T14:53:00.000Z,172.39465,-43.60268,3.236,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,7,0.168,144,0.18998,0.175,20.09709705
3366206,earthquake,2010-09-03T18:54:38.087Z,2013-07-16T14:04:00.000Z,172.38315,-43.6246,3.789,7.43,ML,,GROPE,reviewed,,nz1dr,22,13,24,0.03,151,0.17364,0.211,20.43496578
3776084,earthquake,2010-09-03T18:56:00.374Z,2013-07-16T14:53:00.000Z,172.41464,-43.63718,3.265,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,9,0.163,153,0.2251,0.415,23.32634208
3776088,earthquake,2010-09-03T18:58:06.785Z,2013-07-16T14:53:00.000Z,171.86908,-43.56821,3.212,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,10,0.27,152,0.17373,0.17,24.51193778
3776602,earthquake,2010-09-03T18:58:49.736Z,2013-07-16T14:53:00.000Z,172.78311,-43.67744,3.511,22.3925,ML,,GROPE,reviewed,,nz1dr,12,6,13,0.099,216,0.36443,0.276,52.2713494
3779255,earthquake,2010-09-03T18:59:14.936Z,2013-07-16T14:53:00.000Z,172.36015,-43.62086,3.287,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,11,0.196,193,0.21258,0.173,18.65391567
3779282,earthquake,2010-09-03T19:00:16.791Z,2013-07-16T14:53:00.000Z,172.13179,-43.48333,3.303,8.3551,ML,,GROPE,reviewed,,nz1dr,14,7,10,0.023,129,0.2449,0.176,5.693492149
3779291,earthquake,2010-09-03T19:01:11.697Z,2013-07-16T14:53:00.000Z,172.37329,-43.64251,3.264,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,9,0.193,214,0.22197,0.25,20.9201275
3779287,earthquake,2010-09-03T19:01:45.406Z,2013-07-16T14:53:00.000Z,172.12587,-43.52039,3.1,8.6746,ML,,GROPE,reviewed,,nz1dr,10,5,9,0.034,213,0.18197,0.223,3.478122196
3779303,earthquake,2010-09-03T19:02:09.996Z,2013-07-16T14:53:00.000Z,172.14586,-43.57332,3.158,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,7,10,0.258,106,0.21606,0.136,5.416703401
3366212,earthquake,2010-09-03T19:03:36.592Z,2013-07-16T14:04:00.000Z,172.35283,-43.62333,3.77,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,7,20,0.035,108,0.13137,0.235,18.32579707
3780218,earthquake,2010-09-03T19:04:21.639Z,2013-07-16T14:53:00.000Z,172.14256,-43.57784,3.464,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,7,14,0.262,131,0.25988,0.185,5.979370766
3780282,earthquake,2010-09-03T19:04:48.952Z,2013-07-16T14:53:00.000Z,172.35619,-43.57591,3.317,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,7,0.194,139,0.14062,0.18,16.10463517
3780289,earthquake,2010-09-03T19:05:25.754Z,2013-07-16T14:53:00.000Z,172.18134,-43.59245,3.578,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,12,0.285,152,0.10195,0.186,7.323273618
3780293,earthquake,2010-09-03T19:05:37.648Z,2013-07-16T14:53:00.000Z,172.41757,-43.61236,3.745,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,16,0.154,145,0.28795,0.236,22.22392212
3780298,earthquake,2010-09-03T19:05:46.333Z,2013-07-16T14:53:00.000Z,171.74586,-43.68582,3.615,12,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,16,0.417,174,0.29012,0.203,38.28267127
3780332,earthquake,2010-09-03T19:06:58.661Z,2013-07-16T14:54:00.000Z,172.22552,-43.56639,3.803,11.4839,ML,,GROPE,reviewed,,nz1dr,26,23,13,0.102,76,0.32809,0.336,6.357613729
3366213,earthquake,2010-09-03T19:07:01.664Z,2013-07-16T14:04:00.000Z,172.21689,-43.58671,4.6,15.4167,Mw,,GROPE,reviewed,,nz1dr,40,28,,0.084,79,0.19561,,7.693154977
3782245,earthquake,2010-09-03T19:09:28.915Z,2013-07-16T14:54:00.000Z,172.24094,-43.65182,3.635,17.2655,ML,,GROPE,reviewed,,nz1dr,11,5,9,0.288,164,0.11662,0.224,15.04149906
3782322,earthquake,2010-09-03T19:09:44.433Z,2013-07-16T14:54:00.000Z,171.97409,-43.51653,3.677,5,ML,operator assigned,GROPE,reviewed,,nz1dr,16,8,10,0.027,92,0.42429,0.146,15.67575942
3782372,earthquake,2010-09-03T19:13:09.841Z,2013-07-16T14:54:00.000Z,172.18736,-43.58545,3.123,5,ML,operator assigned,GROPE,reviewed,,nz1dr,17,9,5,0.28,151,0.2106,0.178,6.651581635
3782338,earthquake,2010-09-03T19:13:21.240Z,2013-07-16T14:54:00.000Z,172.45381,-43.62324,4.444,8.3596,ML,,GROPE,reviewed,,nz1dr,38,23,58,0.01,121,0.26462,0.295,25.37939338
3782394,earthquake,2010-09-03T19:14:31.503Z,2013-07-16T14:54:00.000Z,172.18239,-43.49659,3.697,6.4955,ML,,GROPE,reviewed,,nz1dr,13,6,12,0.059,133,0.18702,0.235,3.609196318
3782924,earthquake,2010-09-03T19:14:55.439Z,2013-07-16T14:54:00.000Z,171.98123,-43.5359,3.514,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,12,0.212,145,0.23356,0.178,15.0820335
3782931,earthquake,2010-09-03T19:15:33.653Z,2013-07-16T14:54:00.000Z,172.21678,-43.56539,3.608,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.271,126,0.40409,0.057,5.781335931
3782935,earthquake,2010-09-03T19:15:44.703Z,2013-07-16T14:54:00.000Z,172.06158,-43.60017,3.863,5,ML,operator assigned,GROPE,reviewed,,nz1dr,18,9,18,0.209,157,0.17645,0.199,11.79308895
3782944,earthquake,2010-09-03T19:16:24.866Z,2013-07-16T14:54:00.000Z,172.71423,-43.53712,3.494,21.4778,ML,,GROPE,reviewed,,nz1dr,11,4,4,0.077,217,0.03697,0.209,44.05254247
3782940,earthquake,2010-09-03T19:17:14.280Z,2013-07-16T14:54:00.000Z,172.2014,-43.63544,3.364,5,ML,operator assigned,GROPE,reviewed,,nz1dr,16,8,10,0.312,161,0.29365,0.111,12.32187852
3783322,earthquake,2010-09-03T19:18:30.410Z,2013-07-16T14:54:00.000Z,172.23175,-43.5606,3.105,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,7,0.272,143,0.24326,0.163,6.336658194
3783842,earthquake,2010-09-03T19:19:10.726Z,2013-07-16T14:54:00.000Z,172.38969,-43.629,3.006,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,6,0.178,152,0.24371,0.242,21.14081933
3783847,earthquake,2010-09-03T19:19:59.456Z,2013-07-16T14:54:00.000Z,172.15208,-43.57822,2.951,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,5,0.264,150,0.19811,0.201,5.803425897
3783852,earthquake,2010-09-03T19:20:27.130Z,2013-07-16T14:54:00.000Z,172.1759,-43.47049,2.907,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,4,0.175,128,0.25337,0.191,6.350634648
3783886,earthquake,2010-09-03T19:20:36.873Z,2013-07-16T14:54:00.000Z,171.93036,-43.56152,3.964,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,8,25,0.182,150,0.19399,0.236,19.52279072
3783947,earthquake,2010-09-03T19:21:48.628Z,2013-07-16T14:54:00.000Z,172.37663,-43.64319,3.679,6.4204,ML,,GROPE,reviewed,,nz1dr,15,9,18,0.049,157,0.23105,0.251,21.17930047
3783970,earthquake,2010-09-03T19:23:17.130Z,2013-07-16T14:54:00.000Z,172.20227,-43.57238,3.221,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,6,8,0.272,147,0.28256,0.147,5.72453636
3783976,earthquake,2010-09-03T19:24:10.765Z,2013-07-16T14:54:00.000Z,172.16713,-43.45979,3.423,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,10,0.162,127,0.12929,0.263,7.508165763
3783998,earthquake,2010-09-03T19:25:36.555Z,2013-07-16T14:54:00.000Z,172.38457,-43.56495,3.53,5,ML,operator assigned,GROPE,reviewed,,nz1dr,18,9,15,0.174,135,0.26607,0.22,17.95421868
3784016,earthquake,2010-09-03T19:26:23.230Z,2013-07-16T14:54:00.000Z,172.13434,-43.52434,2.663,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,4,5,0.209,224,0.2138,0.136,2.729003785
3784019,earthquake,2010-09-03T19:27:10.371Z,2013-07-16T14:54:00.000Z,172.36519,-43.58719,2.909,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,6,0.188,142,0.32928,0.161,17.23294876
3784027,earthquake,2010-09-03T19:27:56.399Z,2013-07-16T14:54:00.000Z,172.32555,-43.54547,3.078,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,7,0.218,135,0.2863,0.116,12.86430527
3784032,earthquake,2010-09-03T19:28:35.269Z,2013-07-16T14:54:00.000Z,172.1993,-43.48877,3.37,9.1478,ML,,GROPE,reviewed,,nz1dr,16,10,11,0.071,114,0.24231,0.151,4.976085893
3784037,earthquake,2010-09-03T19:29:54.721Z,2013-07-16T14:54:00.000Z,172.24591,-43.61634,2.842,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.277,156,0.19866,0.158,11.72432857
3786176,earthquake,2010-09-03T19:30:22.031Z,2013-07-16T14:54:00.000Z,171.84972,-43.56121,3.127,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,8,0.271,151,0.11585,0.135,25.9236553
3786194,earthquake,2010-09-03T19:31:26.123Z,2013-07-16T14:54:00.000Z,172.19493,-43.56981,3.391,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,9,0.268,147,0.34788,0.167,5.202361011
3786206,earthquake,2010-09-03T19:31:47.674Z,2013-07-16T14:54:00.000Z,172.17209,-43.59524,3.569,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,10,0.285,153,0.36929,0.167,7.560869441
3787309,earthquake,2010-09-03T19:36:02.678Z,2013-07-16T14:55:00.000Z,172.06744,-43.61099,3.001,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,9,4,0.122,159,0.20644,0.36,12.3344159
3366222,earthquake,2010-09-03T19:36:10.109Z,2013-07-16T14:04:00.000Z,172.28746,-43.6149,3.925,5,ML,operator assigned,GROPE,reviewed,,nz1dr,21,11,27,0.131,154,0.15722,0.19,13.69577676
3787319,earthquake,2010-09-03T19:39:02.597Z,2013-07-16T14:55:00.000Z,172.30405,-43.55462,3.178,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,10,0.233,138,0.12316,0.126,11.3834269
3787327,earthquake,2010-09-03T19:39:28.521Z,2013-07-16T14:55:00.000Z,172.34734,-43.60829,3.398,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,10,0.203,149,0.22901,0.187,17.02920009
3787341,earthquake,2010-09-03T19:40:30.800Z,2013-07-16T14:55:00.000Z,171.87758,-43.56702,3.309,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,14,0.266,152,0.10279,0.112,23.81445986
3787332,earthquake,2010-09-03T19:40:51.436Z,2013-07-16T14:55:00.000Z,172.25801,-43.60332,3.527,5,ML,operator assigned,GROPE,reviewed,,nz1dr,16,6,14,0.159,152,0.16208,0.217,11.139975
3787337,earthquake,2010-09-03T19:41:36.444Z,2013-07-16T14:55:00.000Z,172.38414,-43.58119,3.058,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.174,139,0.11791,0.211,18.42389871
3788253,earthquake,2010-09-03T19:42:48.095Z,2013-07-16T14:55:00.000Z,172.4359,-43.66308,3.533,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,8,13,0.114,160,0.2014,0.194,26.33570539
3788262,earthquake,2010-09-03T19:43:15.915Z,2013-07-16T14:55:00.000Z,172.47163,-43.63888,3.003,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,6,0.127,147,0.15856,0.184,27.42739341
3788274,earthquake,2010-09-03T19:44:39.107Z,2013-07-16T14:55:00.000Z,172.1165,-43.5947,3.112,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,4,0.273,155,0.11371,0.233,8.563364514
3788264,earthquake,2010-09-03T19:44:44.809Z,2013-07-16T14:55:00.000Z,172.34676,-43.59018,3.605,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,8,18,0.201,144,0.25462,0.194,16.0155211
3788278,earthquake,2010-09-03T19:45:30.051Z,2013-07-16T14:55:00.000Z,172.37738,-43.5607,3.253,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,10,0.179,134,0.15197,0.128,17.2841598
3788285,earthquake,2010-09-03T19:46:53.136Z,2013-07-16T14:55:00.000Z,171.92126,-43.56728,3.381,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,11,0.19,151,0.19545,0.192,20.3718298
3789891,earthquake,2010-09-03T19:47:24.131Z,2013-07-16T14:55:00.000Z,172.23676,-43.62017,3.168,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,9,0.284,157,0.17192,0.144,11.71982007
3789954,earthquake,2010-09-03T19:48:21.509Z,2013-07-16T14:55:00.000Z,172.12709,-43.51032,2.696,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,4,5,0.194,223,0.42888,0.17,3.797174323
3789965,earthquake,2010-09-03T19:48:30.387Z,2013-07-16T14:55:00.000Z,172.20291,-43.55304,3.295,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,9,0.255,144,0.21088,0.205,4.016319816
3789986,earthquake,2010-09-03T19:48:56.218Z,2013-07-16T14:55:00.000Z,172.29262,-43.58553,3.007,12,ML,operator assigned,GROPE,reviewed,,nz1dr,11,4,6,0.24,209,0.35674,0.181,11.95209024
3789992,earthquake,2010-09-03T19:49:12.975Z,2013-07-16T14:55:00.000Z,172.18323,-43.62764,3.072,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.318,160,0.31776,0.163,11.22397138
3789998,earthquake,2010-09-03T19:50:41.879Z,2013-07-16T14:55:00.000Z,172.3454,-43.59164,2.966,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.202,144,0.29848,0.246,15.98880913
3790003,earthquake,2010-09-03T19:51:40.721Z,2013-07-16T14:55:00.000Z,172.52646,-43.51237,3.06,16.3419,ML,,GROPE,reviewed,,nz1dr,8,4,4,0.095,146,0.06964,0.169,28.95565571
3366227,earthquake,2010-09-03T19:52:40.086Z,2013-07-16T14:04:00.000Z,172.19888,-43.512,3.335,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,9,8,0.073,135,0.27243,0.21,3.020247671
3790014,earthquake,2010-09-03T19:52:45.766Z,2013-07-31T15:45:00.000Z,171.9897,-43.56758,3.962,8.3406,ML,,GROPE,reviewed,,nz1dr,19,8,28,0.112,151,0.13281,0.386,15.04688983
3790561,earthquake,2010-09-03T19:54:25.036Z,2013-07-16T14:55:00.000Z,172.24605,-43.685,2.767,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,5,5,0.295,173,0.35279,0.282,18.62808094
3791085,earthquake,2010-09-03T19:55:20.431Z,2013-07-16T14:55:00.000Z,172.06989,-43.59444,2.663,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,5,0.268,155,0.14048,0.118,10.8691026
3791087,earthquake,2010-09-03T19:56:04.683Z,2013-07-16T14:55:00.000Z,171.95135,-43.57582,2.923,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.256,153,0.24827,0.213,18.26923627
3791091,earthquake,2010-09-03T19:56:22.576Z,2013-07-16T14:55:00.000Z,172.18819,-43.5976,3.1,17.9189,ML,,GROPE,reviewed,,nz1dr,9,4,4,0.291,230,0.09266,0.109,7.98438371
3791095,earthquake,2010-09-03T19:56:34.819Z,2013-07-16T14:55:00.000Z,172.18999,-43.56454,3.127,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.262,146,0.30482,0.134,4.505120956
3791059,earthquake,2010-09-03T19:56:49.395Z,2013-07-16T14:55:00.000Z,172.40186,-43.58372,4.8,8.6807,Mw,,GROPE,reviewed,,nz1dr,43,32,,0.019,75,0.2229,,19.86635773
3791464,earthquake,2010-09-03T19:57:05.436Z,2013-07-16T14:55:00.000Z,172.40242,-43.59412,4.441,10.4522,ML,,GROPE,reviewed,,nz1dr,17,9,3,0.016,146,0.14699,0.1,20.3016885
3791465,earthquake,2010-09-03T19:57:42.122Z,2013-07-16T14:55:00.000Z,172.13329,-43.53292,3.87,12,ML,operator assigned,GROPE,reviewed,,nz1dr,11,4,4,0.217,226,0.21484,0.1,2.862207945
3791466,earthquake,2010-09-03T19:58:37.693Z,2013-07-16T14:55:00.000Z,172.16226,-43.47335,3.49,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,4,4,0.172,205,0.09002,0.127,6.017543204
3791467,earthquake,2010-09-03T19:59:11.274Z,2013-07-16T14:55:00.000Z,172.10452,-43.53453,3.102,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,4,4,0.213,233,0.37068,0.108,5.175355189
3791468,earthquake,2010-09-03T19:59:40.605Z,2013-07-16T14:55:00.000Z,172.23663,-43.61254,3.543,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,12,0.283,155,0.28226,0.147,10.97456584
3791469,earthquake,2010-09-03T20:00:17.349Z,2013-07-16T14:55:00.000Z,172.40489,-43.50297,3.063,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.175,123,0.37911,0.151,19.29783337
3791470,earthquake,2010-09-03T20:01:09.460Z,2013-07-16T14:55:00.000Z,172.36053,-43.62069,2.786,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.196,152,0.12493,0.102,18.66883203
3366234,earthquake,2010-09-03T20:01:42.957Z,2013-07-16T14:04:00.000Z,171.88409,-43.58549,3.225,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,11,0.281,154,0.20532,0.171,23.77061416
3791471,earthquake,2010-09-03T20:02:33.579Z,2013-07-16T14:55:00.000Z,171.88499,-43.57277,3.697,5,ML,operator assigned,GROPE,reviewed,,nz1dr,18,11,19,0.178,152,0.2375,0.187,23.35678786
3791472,earthquake,2010-09-03T20:03:21.760Z,2013-07-16T14:55:00.000Z,172.35338,-43.55885,3.288,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,13,0.197,136,0.18106,0.202,15.35247296
