publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,distance
3378788,earthquake,2010-09-26T13:56:30.947Z,2013-07-16T14:43:00.000Z,172.2205,-43.61747,2.644,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,12,0.295,112,0.18255,0.315,10.88285709
3378810,earthquake,2010-09-26T14:54:30.517Z,2013-07-16T14:43:00.000Z,172.15254,-43.46238,2.62,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,5,0.159,102,0.12221,0.113,7.325975577
3378824,earthquake,2010-09-26T15:30:43.315Z,2013-07-16T14:43:00.000Z,172.6286,-43.46916,2.842,9.782,ML,,GROPE,reviewed,,nz1dr,13,9,6,0.107,143,0.19479,0.205,37.71532803
3378827,earthquake,2010-09-26T15:39:08.557Z,2013-07-16T14:43:00.000Z,172.58595,-43.47593,2.35,8.6763,ML,,GROPE,reviewed,,nz1dr,10,6,4,0.104,184,0.18499,0.155,34.19552746
3378832,earthquake,2010-09-26T15:59:24.899Z,2013-07-16T14:43:00.000Z,171.90407,-43.35684,2.753,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,10,0.102,145,0.34148,0.288,28.51578191
3418198,earthquake,2010-09-26T16:12:06.343Z,2013-07-16T14:50:00.000Z,172.90813,-43.73812,3.062,22.5569,ML,,GROPE,reviewed,,nz1dr,12,9,5,0.187,210,0.1367,0.145,64.01659443
3378839,earthquake,2010-09-26T16:15:41.235Z,2013-07-16T14:43:00.000Z,172.17447,-43.46309,2.496,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,5,0.168,103,0.18938,0.088,7.160338772
3378844,earthquake,2010-09-26T16:27:59.731Z,2013-07-16T14:43:00.000Z,172.41661,-43.60035,3.462,8.0364,ML,,GROPE,reviewed,,nz1dr,30,15,21,0.081,59,0.18698,0.151,21.61948816
3378867,earthquake,2010-09-26T17:27:15.356Z,2013-07-16T14:43:00.000Z,172.33063,-43.60468,2.742,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.214,105,0.13268,0.169,15.67899368
3378869,earthquake,2010-09-26T17:37:03.402Z,2013-07-16T14:43:00.000Z,172.06131,-43.59237,2.659,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,5,0.265,110,0.21648,0.169,11.2320353
3418214,earthquake,2010-09-26T19:52:46.511Z,2013-07-16T14:50:00.000Z,172.34122,-43.63824,2.711,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.214,113,0.12216,0.16,18.62666591
3378914,earthquake,2010-09-26T19:53:37.102Z,2013-07-16T14:43:00.000Z,172.14531,-43.60375,3.474,7.075,ML,,GROPE,reviewed,,nz1dr,28,14,20,0.041,109,0.18328,0.167,8.693102463
3378916,earthquake,2010-09-26T19:58:41.915Z,2013-07-16T14:43:00.000Z,172.29855,-43.58773,2.602,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,3,0.236,104,0.12367,0.127,12.48623135
3378933,earthquake,2010-09-26T20:53:25.747Z,2013-07-16T14:43:00.000Z,171.86362,-43.58206,2.774,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.284,171,0.16381,0.293,25.26792728
3378939,earthquake,2010-09-26T21:12:22.156Z,2013-07-16T14:43:00.000Z,172.16968,-43.59585,2.627,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,5,0.285,109,0.3719,0.131,7.622589738
3378960,earthquake,2010-09-26T22:18:13.416Z,2013-07-16T14:43:00.000Z,172.3705,-43.60558,3.061,13.3381,ML,,GROPE,reviewed,,nz1dr,14,10,6,0.186,103,0.27161,0.124,18.49570201
3378988,earthquake,2010-09-26T23:30:04.145Z,2013-07-16T14:43:00.000Z,172.29152,-43.53458,2.607,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,7,0.245,101,0.11759,0.241,9.995341676
3379033,earthquake,2010-09-27T01:53:30.374Z,2013-07-16T14:43:00.000Z,172.87546,-43.7291,2.849,25.4793,ML,,GROPE,reviewed,,nz1dr,7,4,3,0.162,302,0.10508,0.092,61.20666817
3379043,earthquake,2010-09-27T02:24:20.874Z,2013-07-16T14:43:00.000Z,172.35968,-43.60976,2.766,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,4,0.235,148,0.07645,0.162,17.96347845
3379045,earthquake,2010-09-27T02:31:09.120Z,2013-07-16T14:43:00.000Z,171.85408,-43.5963,2.4,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,5,0.3,123,0.14088,0.133,26.42727553
3428698,earthquake,2010-09-27T03:21:06.885Z,2013-07-16T14:50:00.000Z,172.3638,-43.58545,2.53,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.189,197,0.05647,0.296,17.05563046
3379066,earthquake,2010-09-27T03:34:43.337Z,2013-07-16T14:43:00.000Z,172.38342,-43.5636,3.229,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.175,135,0.15825,0.151,17.8297164
3379093,earthquake,2010-09-27T04:43:04.349Z,2013-07-16T14:43:00.000Z,172.21971,-43.62333,3.129,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,9,0.297,231,0.10065,0.143,11.46253082
3379104,earthquake,2010-09-27T05:14:39.579Z,2013-07-16T14:43:00.000Z,172.22005,-43.63549,3.559,10.3125,ML,,GROPE,reviewed,,nz1dr,29,15,22,0.04,123,0.18353,0.215,12.74035828
3379117,earthquake,2010-09-27T05:46:19.064Z,2013-07-16T14:43:00.000Z,171.88606,-43.56258,3.628,6.8321,ML,,GROPE,reviewed,,nz1dr,25,13,26,0.066,122,0.18407,0.19,23.0549377
3428937,earthquake,2010-09-27T07:40:11.958Z,2013-07-16T14:50:00.000Z,172.15732,-43.48475,2.611,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,9,0.18,209,0.10538,0.277,4.809338401
3428941,earthquake,2010-09-27T07:55:42.942Z,2013-07-16T14:50:00.000Z,172.13327,-43.58247,2.541,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.264,236,0.12748,0.273,6.739856452
3379214,earthquake,2010-09-27T10:15:45.742Z,2013-07-16T14:44:00.000Z,172.13196,-43.47536,2.414,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.163,213,0.04783,0.24,6.464556333
3379244,earthquake,2010-09-27T11:56:56.637Z,2013-07-16T14:44:00.000Z,172.29007,-43.61375,3.34,6.5451,ML,,GROPE,reviewed,,nz1dr,26,13,19,0.052,96,0.20067,0.172,13.75482268
3379251,earthquake,2010-09-27T12:16:14.771Z,2013-07-16T14:44:00.000Z,172.13304,-43.59559,2.599,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,11,0.277,190,0.1966,0.305,8.096434969
3379252,earthquake,2010-09-27T12:18:12.162Z,2013-07-16T14:44:00.000Z,172.40726,-43.55662,2.828,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.158,130,0.07943,0.19,19.56302035
3379266,earthquake,2010-09-27T12:56:42.196Z,2013-07-16T14:44:00.000Z,172.382,-43.56278,3.283,7.7318,ML,,GROPE,reviewed,,nz1dr,24,13,18,0.061,63,0.1794,0.165,17.69782834
3379268,earthquake,2010-09-27T13:04:09.586Z,2013-07-16T14:44:00.000Z,172.57642,-43.5047,2.663,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,8,0.024,129,0.15958,0.247,33.03419977
3379280,earthquake,2010-09-27T13:42:31.085Z,2013-07-16T14:44:00.000Z,172.35297,-43.58875,2.582,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.197,200,0.0717,0.319,16.40046789
3379319,earthquake,2010-09-27T15:14:26.769Z,2013-07-16T14:44:00.000Z,172.57323,-43.50208,3.146,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,6,0.025,90,0.14164,0.196,32.80206029
3379330,earthquake,2010-09-27T15:53:11.023Z,2013-07-16T14:44:00.000Z,172.38991,-43.5593,3.303,5.0297,ML,,GROPE,reviewed,,nz1dr,25,13,20,0.067,62,0.15165,0.146,18.24098693
3379410,earthquake,2010-09-27T16:19:50.747Z,2013-07-16T14:44:00.000Z,172.17603,-43.55249,2.591,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,10,0.246,144,0.11137,0.296,2.874821287
3379340,earthquake,2010-09-27T16:20:46.311Z,2013-07-16T14:44:00.000Z,172.00131,-43.54959,3.487,8.7049,ML,,GROPE,reviewed,,nz1dr,26,13,23,0.11,85,0.19598,0.166,13.65803793
3379341,earthquake,2010-09-27T16:24:15.740Z,2013-07-16T14:44:00.000Z,172.38445,-43.55803,2.715,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,12,0.174,164,0.14631,0.345,17.78207965
3379345,earthquake,2010-09-27T16:31:50.907Z,2013-07-16T14:44:00.000Z,171.99469,-43.56837,2.71,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.243,151,0.15334,0.441,14.69040887
3379347,earthquake,2010-09-27T16:36:42.314Z,2013-07-16T14:44:00.000Z,172.13924,-43.62855,2.577,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.31,244,0.1291,0.303,11.4923158
3379373,earthquake,2010-09-27T18:02:50.848Z,2013-07-16T14:44:00.000Z,172.36923,-43.69824,2.511,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,8,0.206,175,0.18391,0.273,24.97717356
3379384,earthquake,2010-09-27T18:33:30.572Z,2013-07-16T14:44:00.000Z,172.48004,-43.62656,2.87,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.115,190,0.20334,0.169,27.45680929
3379388,earthquake,2010-09-27T18:44:32.397Z,2013-07-16T14:44:00.000Z,172.57468,-43.46738,2.738,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,11,0.114,180,0.12381,0.289,33.4781564
3430395,earthquake,2010-09-27T19:04:25.324Z,2013-07-16T14:51:00.000Z,172.57845,-43.46479,2.616,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,13,0.116,182,0.10789,0.274,33.834911
3379394,earthquake,2010-09-27T19:05:20.643Z,2013-07-16T14:44:00.000Z,172.57878,-43.47094,3.153,7.318,ML,,GROPE,reviewed,,nz1dr,12,7,8,0.031,157,0.17682,0.212,33.72554721
3379438,earthquake,2010-09-27T21:10:43.473Z,2013-07-16T14:44:00.000Z,172.39375,-43.58278,3.487,9.2799,ML,,GROPE,reviewed,,nz1dr,34,17,21,0.073,63,0.20542,0.194,19.21368591
3379457,earthquake,2010-09-27T21:58:33.094Z,2013-07-16T14:44:00.000Z,172.24876,-43.62566,2.734,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.276,158,0.09888,0.093,12.72726515
3379460,earthquake,2010-09-27T22:08:28.215Z,2013-07-16T14:44:00.000Z,172.57379,-43.56274,2.821,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,5,0.038,170,0.04503,0.224,32.94696226
3379472,earthquake,2010-09-27T22:40:34.188Z,2013-07-16T14:44:00.000Z,172.40971,-43.59517,2.6,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.156,192,0.14852,0.213,20.89118803
3379488,earthquake,2010-09-27T23:22:59.361Z,2013-07-16T14:44:00.000Z,172.30559,-43.54625,2.602,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.233,136,0.19731,0.06,11.29389843
3379491,earthquake,2010-09-27T23:31:09.281Z,2013-07-16T14:44:00.000Z,172.37206,-43.60968,2.575,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,3,0.185,147,0.20657,0.181,18.82376856
3379502,earthquake,2010-09-28T00:02:17.476Z,2013-07-16T14:44:00.000Z,172.24828,-43.63486,2.637,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.278,229,0.12072,0.137,13.5976599
3379597,earthquake,2010-09-28T04:15:56.345Z,2013-07-16T14:44:00.000Z,172.34448,-43.5794,3.221,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,9,0.202,198,0.08883,0.206,15.36065251
3379611,earthquake,2010-09-28T04:44:59.421Z,2013-07-16T14:44:00.000Z,172.10461,-43.433,3.8,7.0594,Mw,,GROPE,reviewed,,nz1dr,34,17,,0.058,90,0.20382,,11.66543295
3379648,earthquake,2010-09-28T06:21:43.797Z,2013-07-16T14:45:00.000Z,172.40303,-43.77478,2.664,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.194,259,0.09332,0.298,33.39100228
3379655,earthquake,2010-09-28T06:40:21.592Z,2013-07-16T14:45:00.000Z,172.12349,-43.44239,2.725,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.131,125,0.13975,0.289,10.1007181
3379690,earthquake,2010-09-28T08:17:26.310Z,2013-07-16T14:45:00.000Z,172.44299,-43.64678,2.53,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,3,0.148,154,0.14365,0.124,25.83078276
3379704,earthquake,2010-09-28T09:00:16.113Z,2013-07-16T14:45:00.000Z,172.29279,-43.59982,2.972,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.241,149,0.17943,0.175,12.89193775
3379709,earthquake,2010-09-28T09:14:56.672Z,2013-07-16T14:45:00.000Z,172.18765,-43.563,2.773,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.259,146,0.15298,0.14,4.274686755
3379717,earthquake,2010-09-28T09:41:28.811Z,2013-07-16T14:45:00.000Z,172.40593,-43.57035,2.583,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.158,185,0.06376,0.308,19.76830777
3379755,earthquake,2010-09-28T11:36:43.326Z,2013-07-16T14:45:00.000Z,171.92592,-43.55771,2.597,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.244,272,0.14673,0.355,19.79779699
3379797,earthquake,2010-09-28T13:27:33.681Z,2013-07-16T14:45:00.000Z,172.39557,-43.63082,3.324,8.2998,ML,,GROPE,reviewed,,nz1dr,26,13,15,0.074,82,0.19907,0.128,21.64919226
3379801,earthquake,2010-09-28T13:43:08.268Z,2013-07-16T14:45:00.000Z,172.42229,-43.65132,2.803,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,8,0.164,210,0.13019,0.259,24.69367636
3379806,earthquake,2010-09-28T13:59:56.020Z,2013-07-16T14:45:00.000Z,172.31793,-43.62076,2.642,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,8,0.226,215,0.08032,0.314,15.93662623
3379811,earthquake,2010-09-28T14:19:54.606Z,2013-07-16T14:45:00.000Z,172.34006,-43.64958,3.54,9.2479,ML,,GROPE,reviewed,,nz1dr,28,14,21,0.093,88,0.17466,0.202,19.41685492
3379814,earthquake,2010-09-28T14:29:58.770Z,2013-07-16T14:45:00.000Z,172.36368,-43.6516,2.685,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.203,219,0.07918,0.13,20.96485937
3379823,earthquake,2010-09-28T14:55:24.936Z,2013-07-16T14:45:00.000Z,172.11691,-43.17492,2.861,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,6,0.163,122,0.08781,0.176,39.40062053
3379843,earthquake,2010-09-28T15:51:51.060Z,2013-07-16T14:45:00.000Z,172.38544,-43.60262,2.751,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.175,145,0.16429,0.202,19.42223504
3379853,earthquake,2010-09-28T16:24:08.395Z,2013-07-16T14:45:00.000Z,172.15251,-43.58829,2.562,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,8,0.274,153,0.17308,0.317,6.8937206
3379864,earthquake,2010-09-28T16:57:05.835Z,2013-07-16T14:45:00.000Z,172.4017,-43.34711,2.718,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,4,0.266,155,0.14806,0.167,27.52686871
3379870,earthquake,2010-09-28T17:17:57.705Z,2013-07-16T14:45:00.000Z,171.86986,-43.63631,2.648,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.332,165,0.21361,0.348,26.89563874
3379884,earthquake,2010-09-28T17:55:17.196Z,2013-07-16T14:45:00.000Z,172.39018,-43.57041,2.281,12,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,3,0.169,187,0.08203,0.124,18.54099583
3379888,earthquake,2010-09-28T18:10:24.484Z,2013-07-16T14:45:00.000Z,172.25966,-43.60044,2.448,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,3,0.265,218,0.08736,0.128,10.98808822
3379900,earthquake,2010-09-28T18:44:42.323Z,2013-07-30T14:38:00.000Z,172.05389,-43.57555,2.282,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.248,152,0.17655,0.164,10.64194903
3379932,earthquake,2010-09-28T20:30:35.954Z,2013-07-16T14:45:00.000Z,172.29407,-43.60715,3.277,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.241,152,0.12667,0.119,13.49379884
3379942,earthquake,2010-09-28T21:00:55.990Z,2013-07-16T14:45:00.000Z,172.35829,-43.64845,2.585,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.205,218,0.09175,0.266,20.4078504
3379994,earthquake,2010-09-28T23:14:19.958Z,2013-07-16T14:45:00.000Z,172.10263,-43.61977,2.461,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,8,0.296,248,0.07086,0.376,11.54913191
3380006,earthquake,2010-09-28T23:50:36.493Z,2013-07-16T14:45:00.000Z,172.47263,-43.62627,3.275,6.9819,ML,,GROPE,reviewed,,nz1dr,22,11,14,0.12,142,0.2176,0.196,26.89815388
3380030,earthquake,2010-09-29T01:00:43.855Z,2013-07-16T14:45:00.000Z,172.10509,-43.17228,2.738,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,9,0.163,143,0.1562,0.324,39.80328663
3380049,earthquake,2010-09-29T01:54:57.463Z,2013-07-16T14:45:00.000Z,172.16112,-43.51199,3.413,7.4228,ML,,GROPE,reviewed,,nz1dr,22,11,14,0.048,94,0.20637,0.128,1.790064972
3380057,earthquake,2010-09-29T02:16:30.571Z,2013-07-16T14:45:00.000Z,171.94902,-43.2771,2.943,9.1836,ML,,GROPE,reviewed,,nz1dr,8,5,7,0.082,158,0.13932,0.389,32.9676874
3380065,earthquake,2010-09-29T02:41:54.334Z,2013-07-16T14:45:00.000Z,171.81584,-43.63871,3.177,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,10,10,0.351,113,0.27816,0.189,30.94772158
3380070,earthquake,2010-09-29T02:54:01.365Z,2013-07-16T14:45:00.000Z,172.38464,-43.57781,3.351,6.292,ML,,GROPE,reviewed,,nz1dr,17,9,15,0.065,137,0.19788,0.133,18.34395272
3420526,earthquake,2010-09-29T03:43:54.435Z,2013-07-16T14:50:00.000Z,172.35385,-43.61907,2.459,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,3,0.2,108,0.13323,0.129,18.12220732
3380100,earthquake,2010-09-29T04:12:42.223Z,2013-07-16T14:45:00.000Z,172.53072,-43.87247,3.252,12,ML,operator assigned,GROPE,reviewed,,nz1dr,11,8,6,0.187,200,0.09275,0.072,48.20329577
3421029,earthquake,2010-09-29T04:58:12.804Z,2013-07-16T14:50:00.000Z,171.84259,-43.62815,2.598,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,8,0.332,119,0.23092,0.33,28.50614275
3380127,earthquake,2010-09-29T05:19:49.581Z,2013-07-16T14:45:00.000Z,172.1442,-43.6147,2.994,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,7,0.297,112,0.25076,0.144,9.903752101
3380153,earthquake,2010-09-29T06:28:46.819Z,2013-07-16T14:45:00.000Z,172.32201,-43.37462,2.652,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,9,0.212,118,0.06978,0.285,21.04624716
3380163,earthquake,2010-09-29T07:03:52.113Z,2013-07-16T14:45:00.000Z,171.8609,-43.56394,2.53,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.269,171,0.17332,0.302,25.07943651
3380165,earthquake,2010-09-29T07:10:12.535Z,2013-07-16T14:46:00.000Z,172.21129,-43.61926,3.577,9.7144,ML,,GROPE,reviewed,,nz1dr,20,10,17,0.023,157,0.20927,0.181,10.80434125
3380171,earthquake,2010-09-29T07:34:34.931Z,2013-07-16T14:46:00.000Z,171.88434,-43.60775,3.387,5,ML,operator assigned,GROPE,reviewed,,nz1dr,16,8,17,0.186,160,0.19439,0.144,24.53732152
3380201,earthquake,2010-09-29T09:00:17.677Z,2013-07-16T14:46:00.000Z,172.14453,-43.60012,2.56,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.283,110,0.20748,0.131,8.312921237
3380208,earthquake,2010-09-29T09:19:32.847Z,2013-07-16T14:46:00.000Z,172.3909,-43.60132,2.786,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,5,0.171,101,0.26572,0.165,19.75960578
3380258,earthquake,2010-09-29T11:36:00.908Z,2013-07-16T14:46:00.000Z,172.46754,-43.61874,2.737,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.121,99,0.16123,0.143,26.18965735
3380292,earthquake,2010-09-29T13:23:29.894Z,2013-07-16T14:46:00.000Z,172.04237,-43.58158,3.055,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,7,0.254,108,0.13046,0.158,11.78183059
3380316,earthquake,2010-09-29T14:28:20.816Z,2013-07-16T14:46:00.000Z,171.76758,-43.61168,2.288,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,7,0.346,126,0.21118,0.345,33.59161687
3380326,earthquake,2010-09-29T14:58:37.568Z,2013-07-16T14:46:00.000Z,172.26669,-43.61426,2.418,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,5,0.262,110,0.32636,0.089,12.52077909
3380327,earthquake,2010-09-29T15:03:18.833Z,2013-07-16T14:46:00.000Z,172.18416,-43.52263,2.59,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,8,0.222,96,0.16042,0.264,1.407468596
3380329,earthquake,2010-09-29T15:06:46.306Z,2013-07-16T14:46:00.000Z,172.11453,-43.43304,2.367,8.9068,ML,,GROPE,reviewed,,nz1dr,5,3,3,0.119,207,0.02565,0.163,11.33358283
3380345,earthquake,2010-09-29T15:54:23.631Z,2013-07-16T14:46:00.000Z,172.01976,-43.16797,2.827,11.2061,ML,,GROPE,reviewed,,nz1dr,9,5,8,0.16,179,0.0898,0.282,41.7146441
3380348,earthquake,2010-09-29T16:03:42.089Z,2013-07-16T14:46:00.000Z,172.37912,-43.64044,2.769,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.188,110,0.13455,0.15,21.15588743
3380360,earthquake,2010-09-29T16:40:36.187Z,2013-07-16T14:46:00.000Z,172.34782,-43.58899,2.582,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.2,101,0.12142,0.129,16.03550105
3380385,earthquake,2010-09-29T17:58:13.283Z,2013-07-16T14:46:00.000Z,172.16296,-43.63536,3.05,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,9,7,0.321,115,0.21287,0.186,12.02130635
3380414,earthquake,2010-09-29T19:30:13.096Z,2013-07-16T14:46:00.000Z,172.18349,-43.61505,3.129,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,6,0.306,112,0.32087,0.138,9.836343834
3380440,earthquake,2010-09-29T20:39:19.117Z,2013-07-16T14:46:00.000Z,172.36682,-43.6071,4.1,9.7299,Mw,,GROPE,reviewed,,nz1dr,37,18,,0.121,147,0.2185,,18.31571309
3380441,earthquake,2010-09-29T20:46:40.754Z,2013-07-16T14:46:00.000Z,172.4135,-43.64539,2.815,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.167,112,0.11883,0.185,23.73948936
3380466,earthquake,2010-09-29T21:51:29.927Z,2013-07-16T14:46:00.000Z,172.18327,-43.53836,3.195,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,7,0.236,99,0.12246,0.065,1.742684402
3380497,earthquake,2010-09-29T23:17:21.908Z,2013-07-16T14:46:00.000Z,172.47366,-43.74804,2.982,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,4,0.137,152,0.13955,0.203,34.75180177
3380514,earthquake,2010-09-30T00:00:20.980Z,2013-07-16T14:46:00.000Z,172.37392,-43.57173,2.703,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.181,98,0.13561,0.149,17.31952582
3380531,earthquake,2010-09-30T00:45:05.600Z,2013-07-16T14:46:00.000Z,171.86815,-43.60072,2.578,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,9,0.3,110,0.3167,0.388,25.4967603
3380551,earthquake,2010-09-30T01:33:26.279Z,2013-07-16T14:46:00.000Z,172.35738,-43.56541,2.433,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,3,0.193,98,0.15057,0.044,15.84496901
3380572,earthquake,2010-09-30T02:40:57.467Z,2013-08-08T15:13:00.000Z,172.05344,-43.59155,2.63,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,9,0.264,155,0.18146,0.31,11.66825693
3380649,earthquake,2010-09-30T06:27:12.089Z,2013-07-16T14:46:00.000Z,172.31465,-43.58538,2.709,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.224,144,0.17541,0.105,13.47071657
3380672,earthquake,2010-09-30T07:48:03.569Z,2013-07-16T14:46:00.000Z,172.409,-43.53255,2.767,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.162,124,0.11521,0.142,19.4424902
3380675,earthquake,2010-09-30T07:57:50.542Z,2013-07-16T14:46:00.000Z,172.38022,-43.56557,3.218,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,9,0.177,100,0.22171,0.112,17.62989749
3380684,earthquake,2010-09-30T08:27:35.065Z,2013-07-16T14:46:00.000Z,172.28281,-43.60852,2.324,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,3,0.249,109,0.19915,0.115,12.93034279
3380709,earthquake,2010-09-30T09:37:57.836Z,2013-07-16T14:46:00.000Z,172.17819,-43.54049,3.685,7.0766,ML,,GROPE,reviewed,,nz1dr,16,8,17,0.059,91,0.19145,0.223,1.682430477
3380772,earthquake,2010-09-30T12:21:03.231Z,2013-07-16T14:46:00.000Z,172.37759,-43.58788,2.959,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,7,0.179,99,0.17489,0.252,18.18684922
3380908,earthquake,2010-09-30T12:22:18.129Z,2013-07-16T14:47:00.000Z,172.58882,-43.4817,2.425,9.6556,ML,,GROPE,reviewed,,nz1dr,9,5,4,0.098,184,0.15937,0.14,34.32152205
3380798,earthquake,2010-09-30T13:35:19.487Z,2013-07-16T14:47:00.000Z,172.41595,-43.69846,3.203,13.2388,ML,,GROPE,reviewed,,nz1dr,14,9,11,0.173,130,0.22426,0.103,27.58334048
3380813,earthquake,2010-09-30T14:18:48.028Z,2013-07-16T14:47:00.000Z,172.25558,-43.63019,2.461,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,3,0.272,227,0.09786,0.118,13.44269032
3380826,earthquake,2010-09-30T15:01:52.238Z,2013-07-16T14:47:00.000Z,172.36096,-43.57676,2.59,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,3,0.19,97,0.19211,0.074,16.49841636
